CustomerID,Recency,Frequency,Monetary
12346,2.334305037678391,-0.39653199008512663,8.35770470343976
12347,-0.9052359635582539,0.394603467805589,0.2509373360267536
12348,-0.17533937994629376,-0.2654045661253395,-0.028592710109854196
12349,-0.7352600468267015,-0.08182617258163753,-0.033007993515814966
12350,2.174327704283989,-0.3265973639732402,-0.19132521647356396
12352,-0.5652841300951491,-0.029375202997722685,0.05025719863655518
12353,1.114477870546074,-0.3834192476891479,-0.21862455000399408
12354,1.394438203986278,-0.1473898845615311,-0.10844826667661844
12355,1.2144637039175754,-0.34408102050121175,-0.17741968798414356
12356,-0.695265713478101,-0.14301897042953818,0.0842300733996279
12357,-0.5952798801065996,0.1716868470739509,0.4620421700149007
12358,-0.9052359635582539,-0.31785553570925434,-0.09858535342964236
12359,-0.3453152966778461,0.6830838005171206,0.48038745564042323
12360,-0.40530679670074693,0.1629450188099651,0.06761352307591013
12361,1.9443602875295356,-0.3571937628971905,-0.20740000740733394
12362,-0.8952373802211038,0.7617602548929929,0.3528626349696467
12363,0.1746110368539611,-0.3003718791812827,-0.16711847247918096
12364,-0.845244463535353,-0.029375202997722685,-0.0824504906127981
12365,1.9843546208781362,-0.30474279331327564,-0.15717546338810578
12367,-0.8852387968839536,-0.3528228487651976,-0.20973613619355658
12370,-0.4153053800378971,0.32903975582569545,0.16591226018876246
12371,-0.4752968800607979,-0.12553531390156658,-0.01850063375337245
12372,-0.20533512995774417,-0.1736153693534885,-0.08412582868520346
12373,2.184326287621139,-0.3397101063692189,-0.18796564079052003
12374,-0.6752685468038007,-0.2566627378613537,-0.1458786120433007
12375,-0.8152487135239026,-0.3265973639732402,-0.17763105201718277
12377,2.2243206209697393,-0.06434251605366592,-0.047406333934900416
12378,0.3745827035969639,0.5563272906893264,0.2174105506176215
12379,-0.10534929658624279,-0.22606633893740335,-0.13371850548987235
12380,-0.705264296815251,0.05367216551014249,0.07459409837759916
12381,-0.8752402135468035,-0.020633374733736876,-0.023245200073962698
12383,0.9245047871402214,0.031817594850177974,-0.022661167877407042
12384,-0.6352742134552001,-0.2828882226533111,-0.16341737701643683
12386,2.4542880377241927,-0.3571937628971905,-0.18381623108927697
12388,-0.7652557968381519,0.036188508982170874,0.08080708850667219
12390,-0.12534646326054308,-0.2610336519933466,-0.16735876001147812
12391,-0.705264296815251,0.036188508982170874,-0.1772539340845497
12393,-0.20533512995774417,-0.12116439976957367,-0.05247017118960772
12394,-0.2853237966549453,-0.2828882226533111,-0.08696923115072014
12395,-0.7352600468267015,0.2809597003737735,0.10727987742369118
12397,-0.5652841300951491,0.1498322764139864,0.039562178564772184
12398,-0.46529829672364775,-0.029375202997722685,-0.04656755245641858
12399,0.26459828688831233,-0.14301897042953818,-0.10519437301009407
12401,2.1043376209239377,-0.379048333557155,-0.2191473978751963
12402,2.3043092876669404,-0.3528228487651976,-0.20342858847075548
12403,-0.4253039633750472,-0.379048333557155,-0.1809461300090606
12405,0.5645557870028165,-0.16487354108950272,-0.03825427130430347
12406,-0.705264296815251,0.0580430796421354,0.15140712531087827
12407,-0.4253039633750472,-0.06434251605366592,-0.03850679570167134
12408,-0.5952798801065996,0.0580430796421354,0.09280922825646075
12409,-0.1353450465976932,0.07552673617010701,1.0032453388231424
12410,2.1643291209468387,-0.287259136785304,-0.1513963257479027
12412,-0.17533937994629376,-0.1342771421655524,-0.0920419679436607
12413,-0.25532804664349484,-0.23480816720138917,-0.14419103710582465
12414,1.244459453929026,-0.32222644984124726,-0.16596042006658204
12415,-0.6852671301409509,2.7199297860258143,13.667495158972002
12417,-0.8952373802211038,0.43831260912551806,0.17741602579749013
12418,0.2046067868654115,-0.25229182372936076,-0.15414962038880795
12420,-0.2853237966549453,-0.2741463943893253,-0.16173536429035656
12421,-0.7652557968381519,-0.20421176827743884,-0.13874674459164676
12422,0.03463087013385915,-0.23043725306939628,-0.13913387450479223
12423,-0.915234546895404,0.14546136228199347,-0.021687780883147614
12424,0.7045359537229184,-0.2697754802573324,-0.032628650698623564
12425,-0.14534362993484334,-0.24354999546537498,-0.1420662723526412
12426,1.0244906205117228,-0.2697754802573324,-0.16369993735534186
12427,-0.705264296815251,-0.2654045661253395,-0.13665980287595456
12428,-0.6652699634666506,0.8841458505887942,0.6565849633510087
12429,-0.8352458801982029,0.023075766586192162,0.18868506608531643
12430,-0.4952940467350982,-0.3528228487651976,-0.2000022662509623
12431,-0.5652841300951491,0.6262619168012129,0.49316608010106106
12432,-0.4952940467350982,0.0711558220381141,0.33429486088829347
12433,-0.915234546895404,1.4348810312199,1.2594630445578068
12434,-0.07535354657479237,-0.18235719761747432,-0.1388468643967706
12435,-0.12534646326054308,-0.24354999546537498,0.6425047814237612
12436,0.0746252034824597,-0.33096827810523305,-0.17190086183726241
12437,-0.9052359635582539,0.4689090080494684,0.3222904962539467
12438,-0.7852529635124522,0.027446680718185068,0.09484499762731186
